"","USPS","GEOID","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG"
"1685","CA","6037203720",321042,0,0.124,0,34.0468935,-118.2031501
"1686","CA","6037203800",487391,0,0.188,0,34.0449856,-118.1955756
"1687","CA","6037203900",448858,0,0.173,0,34.0333781,-118.1944844
"1688","CA","6037204110",603788,0,0.233,0,34.0387869,-118.1987145
"1689","CA","6037204120",263402,0,0.102,0,34.0338905,-118.201168
"1690","CA","6037204200",301202,0,0.116,0,34.0436195,-118.2050757
"1691","CA","6037204300",643479,0,0.248,0,34.0387492,-118.2078724
"1692","CA","6037204410",296877,0,0.115,0,34.0461881,-118.2152707
"1693","CA","6037204420",302058,0,0.117,0,34.0445316,-118.2116198
"1694","CA","6037204600",564176,18298,0.218,0.007,34.0366414,-118.2158297
"1695","CA","6037204700",1011065,0,0.39,0,34.0309821,-118.2124515
"1696","CA","6037204810",769704,0,0.297,0,34.0285547,-118.2030024
"1697","CA","6037204820",320144,0,0.124,0,34.0238153,-118.2058412
"1698","CA","6037204910",518337,0,0.2,0,34.0248828,-118.1955701
"1699","CA","6037204920",909972,0,0.351,0,34.0175004,-118.1974975
"1700","CA","6037205110",286962,0,0.111,0,34.0245059,-118.2142985
"1701","CA","6037205120",1466129,0,0.566,0,34.0187546,-118.2117956
"1702","CA","6037206010",1418138,20551,0.548,0.008,34.0682177,-118.2320356
"1703","CA","6037206020",843243,30290,0.326,0.012,34.057123,-118.2311021
"1704","CA","6037206031",4592037,138115,1.773,0.053,34.0320283,-118.2331623
"1705","CA","6037206032",959085,24034,0.37,0.009,34.0464409,-118.2247054
"1706","CA","6037206050",1643427,94606,0.635,0.037,34.0299036,-118.2244531
"1707","CA","6037206200",578740,0,0.223,0,34.046994,-118.2415978
"1708","CA","6037206300",616657,0,0.238,0,34.0411108,-118.2432134
"1709","CA","6037207101",300182,0,0.116,0,34.0612027,-118.2448177
"1710","CA","6037207102",415045,0,0.16,0,34.0592851,-118.2395097
"1711","CA","6037207103",324130,0,0.125,0,34.0644824,-118.2392725
"1712","CA","6037207301",430089,0,0.166,0,34.0465369,-118.2516175
"1713","CA","6037207302",256159,0,0.099,0,34.04755,-118.2477263
"1714","CA","6037207400",862957,6458,0.333,0.002,34.0562223,-118.246642
"1715","CA","6037207501",134327,0,0.052,0,34.0564422,-118.2529675
"1716","CA","6037207502",418374,0,0.162,0,34.052707,-118.253084
"1717","CA","6037207710",1101206,0,0.425,0,34.0468663,-118.2616827
"1718","CA","6037207900",903077,0,0.349,0,34.0405276,-118.2601678
"1719","CA","6037208000",971170,0,0.375,0,34.0625684,-118.2560631
"1720","CA","6037208301",92955,0,0.036,0,34.0619781,-118.2658491
"1721","CA","6037208302",439968,0,0.17,0,34.0634788,-118.2624816
"1722","CA","6037208401",229680,0,0.089,0,34.0637659,-118.2691298
"1723","CA","6037208402",340750,0,0.132,0,34.0683644,-118.2660132
"1724","CA","6037208501",243219,0,0.094,0,34.0695316,-118.2719463
"1725","CA","6037208502",261043,0,0.101,0,34.066049,-118.2741645
"1726","CA","6037208610",350137,0,0.135,0,34.072159,-118.2817725
"1727","CA","6037208620",324327,0,0.125,0,34.069709,-118.2779829
"1728","CA","6037208710",170383,0,0.066,0,34.0657276,-118.2825413
"1729","CA","6037208720",164736,0,0.064,0,34.0627628,-118.2811045
"1730","CA","6037208801",234245,34211,0.09,0.013,34.059675,-118.2770843
"1731","CA","6037208802",211495,0,0.082,0,34.0621454,-118.2786688
"1732","CA","6037208902",184047,0,0.071,0,34.0564462,-118.2723721
"1733","CA","6037208903",159289,0,0.062,0,34.0597996,-118.2733596
"1734","CA","6037208904",112105,0,0.043,0,34.0595681,-118.2700929
"1735","CA","6037209102",304848,0,0.118,0,34.0551862,-118.2675212
"1736","CA","6037209103",124015,0,0.048,0,34.05711,-118.2640302
"1737","CA","6037209104",69958,0,0.027,0,34.0591782,-118.2663761
"1738","CA","6037209200",411199,0,0.159,0,34.0542091,-118.2610818
"1739","CA","6037209300",306315,0,0.118,0,34.05073,-118.2683015
"1740","CA","6037209401",215664,0,0.083,0,34.0567212,-118.2815247
"1741","CA","6037209402",136235,0,0.053,0,34.0546619,-118.277221
"1742","CA","6037209403",138199,0,0.053,0,34.0531328,-118.2738446
"1743","CA","6037209510",182484,0,0.07,0,34.0529626,-118.2819584
"1744","CA","6037209520",231173,0,0.089,0,34.0505519,-118.2769503
"1745","CA","6037209810",149829,0,0.058,0,34.0491173,-118.2823449
"1746","CA","6037209820",179107,0,0.069,0,34.0472132,-118.2782548
"1747","CA","6037210010",408975,0,0.158,0,34.0468502,-118.2723098
"1748","CA","6037211000",2656762,0,1.026,0,34.0677859,-118.3317418
"1749","CA","6037211120",567077,0,0.219,0,34.0652365,-118.2877775
"1750","CA","6037211121",213921,0,0.083,0,34.07301,-118.2854106
"1751","CA","6037211122",365553,0,0.141,0,34.0726794,-118.2892234
"1752","CA","6037211201",139369,0,0.054,0,34.0745294,-118.2984693
"1753","CA","6037211202",179169,0,0.069,0,34.0745209,-118.294113
"1754","CA","6037211310",143949,0,0.056,0,34.0709091,-118.298493
"1755","CA","6037211320",186272,0,0.072,0,34.0708715,-118.2941394
"1756","CA","6037211410",270793,0,0.105,0,34.0726142,-118.3073155
"1757","CA","6037211420",381075,0,0.147,0,34.0726364,-118.3029424
"1758","CA","6037211500",909037,0,0.351,0,34.0724565,-118.3152596
"1759","CA","6037211701",651518,0,0.252,0,34.0653405,-118.3184531
"1760","CA","6037211703",184109,0,0.071,0,34.0671467,-118.311582
"1761","CA","6037211704",184945,0,0.071,0,34.0635115,-118.3115783
"1762","CA","6037211802",325416,0,0.126,0,34.0635374,-118.3047254
"1763","CA","6037211803",139528,0,0.054,0,34.067188,-118.3022323
"1764","CA","6037211804",185958,0,0.072,0,34.0671619,-118.3066067
"1765","CA","6037211910",137966,0,0.053,0,34.0672078,-118.2985036
"1766","CA","6037211921",92665,0,0.036,0,34.067232,-118.292902
"1767","CA","6037211922",92893,0,0.036,0,34.0672221,-118.2953981
"1768","CA","6037212101",185780,0,0.072,0,34.0635956,-118.2941415
"1769","CA","6037212102",138654,0,0.054,0,34.0635726,-118.2984976
"1770","CA","6037212202",206475,0,0.08,0,34.0563658,-118.2879321
"1771","CA","6037212203",106316,0,0.041,0,34.0597622,-118.2903562
"1772","CA","6037212204",213185,0,0.082,0,34.0598252,-118.2865323
"1773","CA","6037212303",155646,0,0.06,0,34.0597633,-118.2935144
"1774","CA","6037212304",205679,0,0.079,0,34.0598537,-118.2979144
"1775","CA","6037212305",108058,0,0.042,0,34.0561038,-118.2981624
"1776","CA","6037212306",161921,0,0.063,0,34.056128,-118.2940727
"1777","CA","6037212410",157188,0,0.061,0,34.0595607,-118.3022262
"1778","CA","6037212420",143454,0,0.055,0,34.0560876,-118.3019777
"1779","CA","6037212501",79596,0,0.031,0,34.05607,-118.3053637
"1780","CA","6037212502",285085,0,0.11,0,34.0586417,-118.3069674
"1781","CA","6037212610",357156,0,0.138,0,34.0598448,-118.3138698
"1782","CA","6037212620",288620,0,0.111,0,34.0563607,-118.3130597
"1783","CA","6037212701",469617,0,0.181,0,34.0543037,-118.3193139
"1784","CA","6037212702",880619,0,0.34,0,34.0585147,-118.3261907
"1785","CA","6037212800",781274,0,0.302,0,34.0518662,-118.3305985
"1786","CA","6037212900",373620,0,0.144,0,34.0494541,-118.3215149
"1787","CA","6037213100",537044,0,0.207,0,34.0506364,-118.3126928
"1788","CA","6037213201",334942,0,0.129,0,34.0526559,-118.3045301
"1789","CA","6037213202",337924,0,0.13,0,34.0490294,-118.3045035
"1790","CA","6037213310",312089,0,0.12,0,34.0508743,-118.2978915
"1791","CA","6037213320",311438,0,0.12,0,34.050883,-118.2937
"1792","CA","6037213401",196100,0,0.076,0,34.0537069,-118.2879026
"1793","CA","6037213402",391846,0,0.151,0,34.0498405,-118.2878882
"1794","CA","6037214000",1011536,0,0.391,0,34.0748535,-118.348502
"1795","CA","6037214100",1108280,0,0.428,0,34.0746639,-118.3392739
"1796","CA","6037214400",344250,0,0.133,0,34.0781666,-118.3573276
"1797","CA","6037214501",752344,0,0.29,0,34.0712362,-118.3578948
"1798","CA","6037214502",258191,0,0.1,0,34.0680052,-118.3504042
"1799","CA","6037214503",232314,0,0.09,0,34.0668419,-118.3541156
"1800","CA","6037214600",581188,0,0.224,0,34.0727874,-118.3656444
"1801","CA","6037214700",593340,0,0.229,0,34.0664969,-118.3661529
"1802","CA","6037214800",576884,0,0.223,0,34.0713896,-118.3730515
"1803","CA","6037214901",312677,0,0.121,0,34.0742811,-118.3872385
"1804","CA","6037214902",506805,0,0.196,0,34.0729596,-118.3800926
"1805","CA","6037215101",351706,3300,0.136,0.001,34.0636762,-118.3535529
"1806","CA","6037215102",257693,0,0.099,0,34.0649905,-118.3456014
"1807","CA","6037216100",675031,0,0.261,0,34.0569256,-118.3379721
"1808","CA","6037216200",964417,0,0.372,0,34.0571243,-118.3482415
"1809","CA","6037216300",1272857,0,0.491,0,34.0599709,-118.3622105
"1810","CA","6037216401",409972,0,0.158,0,34.0566897,-118.3797435
"1811","CA","6037216402",229443,0,0.089,0,34.0611535,-118.3804364
"1812","CA","6037216700",777949,0,0.3,0,34.0482451,-118.371949
"1813","CA","6037216800",739843,0,0.286,0,34.0557841,-118.3706043
"1814","CA","6037216900",1094558,0,0.423,0,34.0499363,-118.3631083
"1815","CA","6037217001",548535,0,0.212,0,34.0523836,-118.38703
"1816","CA","6037217002",771339,0,0.298,0,34.0495333,-118.3804933
"1817","CA","6037217100",897832,0,0.347,0,34.0489658,-118.3545296
"1818","CA","6037217200",919065,0,0.355,0,34.049584,-118.3424594
"1819","CA","6037218110",598601,0,0.231,0,34.0443254,-118.3275531
"1820","CA","6037218120",445211,0,0.172,0,34.0435631,-118.3206759
"1821","CA","6037218210",388481,0,0.15,0,34.0427907,-118.3423056
"1822","CA","6037218220",672776,0,0.26,0,34.0434012,-118.3348919
"1823","CA","6037218300",891389,9421,0.344,0.004,34.0427467,-118.3548171
"1824","CA","6037218400",656666,0,0.254,0,34.0369278,-118.3592342
"1825","CA","6037218500",523256,0,0.202,0,34.0373857,-118.3505694
"1826","CA","6037218600",430627,0,0.166,0,34.0371838,-118.3427434
"1827","CA","6037218701",549908,0,0.212,0,34.0373889,-118.3333058
"1828","CA","6037218702",359671,0,0.139,0,34.0334074,-118.3337765
"1829","CA","6037218800",411644,0,0.159,0,34.0377797,-118.3230095
"1830","CA","6037218900",703403,0,0.272,0,34.0326941,-118.3230172
"1831","CA","6037219010",440857,0,0.17,0,34.0276144,-118.3229262
"1832","CA","6037219020",726494,0,0.281,0,34.0222083,-118.3226729
"1833","CA","6037219300",651811,0,0.252,0,34.0267587,-118.3318299
"1834","CA","6037219500",557587,0,0.215,0,34.0209191,-118.3405648
"1835","CA","6037219700",1092488,0,0.422,0,34.0277561,-118.3490693
"1836","CA","6037219800",446134,0,0.172,0,34.029939,-118.3547601
"1837","CA","6037219901",524891,0,0.203,0,34.0297377,-118.3605226
"1838","CA","6037219902",798150,2669,0.308,0.001,34.0296515,-118.3698125
"1839","CA","6037220000",971788,0,0.375,0,34.0278406,-118.3401928
"1840","CA","6037220100",979760,635,0.378,0,34.023934,-118.3662035
"1841","CA","6037221110",234230,0,0.09,0,34.0457195,-118.2878287
"1842","CA","6037221120",317504,0,0.123,0,34.0421001,-118.2878972
"1843","CA","6037221210",358792,0,0.139,0,34.0436624,-118.3028632
"1844","CA","6037221220",659399,0,0.255,0,34.0435736,-118.2960214
"1845","CA","6037221302",462145,0,0.178,0,34.0417457,-118.3114921
"1846","CA","6037221303",233968,0,0.09,0,34.0453825,-118.3084384
"1847","CA","6037221304",227251,0,0.088,0,34.045362,-118.3146461
"1848","CA","6037221401",542311,0,0.209,0,34.033886,-118.3132694
"1849","CA","6037221402",532313,0,0.206,0,34.0384431,-118.3090474
"1850","CA","6037221500",380722,0,0.147,0,34.0348455,-118.3046372
"1851","CA","6037221601",369898,0,0.143,0,34.0348166,-118.2959265
"1852","CA","6037221602",522793,0,0.202,0,34.0384299,-118.2921027
"1853","CA","6037221710",327983,0,0.127,0,34.0346983,-118.2876315
"1854","CA","6037221810",304336,0,0.118,0,34.0306568,-118.2923015
"1855","CA","6037221820",204263,0,0.079,0,34.0304526,-118.2864985
"1856","CA","6037221900",409740,0,0.158,0,34.0267694,-118.2895621
"1857","CA","6037222001",474298,0,0.183,0,34.0281954,-118.3132805
"1858","CA","6037222002",655700,0,0.253,0,34.0218914,-118.3132782
"1859","CA","6037222100",478936,0,0.185,0,34.027317,-118.3023777
"1860","CA","6037222200",481868,0,0.186,0,34.0309167,-118.3024156
"1861","CA","6037222500",652465,0,0.252,0,34.0218497,-118.3045508
"1862","CA","6037222600",651938,0,0.252,0,34.0218424,-118.295871
"1863","CA","6037222700",817401,0,0.316,0,34.0209197,-118.2856809
"1864","CA","6037224010",830398,0,0.321,0,34.0367636,-118.2658976
"1865","CA","6037224020",1232339,0,0.476,0,34.0304827,-118.2686569
"1866","CA","6037224200",368196,0,0.142,0,34.0406213,-118.2767182
"1867","CA","6037224310",180792,0,0.07,0,34.044384,-118.2827213
"1868","CA","6037224320",290770,0,0.112,0,34.041585,-118.2808542
"1869","CA","6037224410",453260,0,0.175,0,34.0351369,-118.2799795
"1870","CA","6037224420",358669,0,0.138,0,34.0316496,-118.2769038
"1871","CA","6037224600",718926,0,0.278,0,34.0222989,-118.2718023
"1872","CA","6037224700",635819,0,0.245,0,34.0262403,-118.280016
"1873","CA","6037226001",1034766,0,0.4,0,34.0244804,-118.2502706
"1874","CA","6037226002",2568345,0,0.992,0,34.0326185,-118.2477706
"1875","CA","6037226410",282483,0,0.109,0,34.0241996,-118.2622815
"1876","CA","6037226420",426940,0,0.165,0,34.0218419,-118.2570623
"1877","CA","6037226700",782727,0,0.302,0,34.0173502,-118.2621294
"1878","CA","6037227010",579198,0,0.224,0,34.0185256,-118.2469968
"1879","CA","6037227020",440119,0,0.17,0,34.0157537,-118.251933
"1880","CA","6037228100",1003327,0,0.387,0,34.009617,-118.2439607
"1881","CA","6037228210",411032,0,0.159,0,34.010412,-118.2534818
"1882","CA","6037228220",366214,0,0.141,0,34.0060455,-118.2513193
"1883","CA","6037228310",546319,0,0.211,0,34.011351,-118.262416
"1884","CA","6037228320",337041,0,0.13,0,34.0078219,-118.263636
"1885","CA","6037228410",277715,0,0.107,0,34.01374,-118.2691132
"1886","CA","6037228420",277392,0,0.107,0,34.0082598,-118.2718914
"1887","CA","6037228500",448896,0,0.173,0,34.003492,-118.2690648
"1888","CA","6037228600",526963,0,0.203,0,34.0036935,-118.2608661
"1889","CA","6037228710",404789,0,0.156,0,33.9993679,-118.2542903
"1890","CA","6037228720",404152,0,0.156,0,33.999367,-118.2499406
"1891","CA","6037228800",844483,0,0.326,0,33.9992469,-118.2432565
"1892","CA","6037228900",515516,0,0.199,0,33.9920544,-118.2430143
"1893","CA","6037229100",475049,0,0.183,0,33.9921607,-118.2520958
"1894","CA","6037229200",445674,0,0.172,0,33.9982715,-118.2608283
"1895","CA","6037229300",502415,515,0.194,0,33.9979135,-118.2706778
"1896","CA","6037229410",542426,0,0.209,0,33.9922359,-118.2695618
"1897","CA","6037229420",584157,0,0.226,0,33.9925311,-118.2608177
"1898","CA","6037231100",894059,0,0.345,0,34.0152478,-118.2765579
"1899","CA","6037231210",320681,0,0.124,0,34.0145285,-118.2980282
"1900","CA","6037231220",965181,0,0.373,0,34.0145635,-118.2893753
"1901","CA","6037231300",657452,0,0.254,0,34.0145164,-118.304538
"1902","CA","6037231400",621035,0,0.24,0,34.0145548,-118.3129995
"1903","CA","6037231500",919207,0,0.355,0,34.0072777,-118.3108266
"1904","CA","6037231600",954663,0,0.369,0,34.0072734,-118.2980319
"1905","CA","6037231710",323785,0,0.125,0,34.0073136,-118.2893576
"1906","CA","6037231720",472239,0,0.182,0,34.0074463,-118.284071
"1907","CA","6037231800",520258,0,0.201,0,34.0074446,-118.2774651
"1908","CA","6037231900",568841,0,0.22,0,33.9997716,-118.2773419
"1909","CA","6037232110",380033,0,0.147,0,33.9994947,-118.2893178
"1910","CA","6037232120",521876,0,0.201,0,33.9996748,-118.2839315
"1911","CA","6037232200",522957,0,0.202,0,34.0017243,-118.2978735
"1912","CA","6037232300",628761,0,0.243,0,33.9974228,-118.2981841
"1913","CA","6037232400",1112949,0,0.43,0,33.9993836,-118.3108346
"1914","CA","6037232500",767691,0,0.296,0,33.9920834,-118.3108167
"1915","CA","6037232600",795281,0,0.307,0,33.9920924,-118.2979984
"1916","CA","6037232700",731203,0,0.282,0,33.9923463,-118.2858534
"1917","CA","6037232800",426644,0,0.165,0,33.9923979,-118.2771883
"1918","CA","6037234000",1241882,0,0.479,0,34.0120868,-118.3214867
"1919","CA","6037234200",882910,0,0.341,0,34.0164074,-118.3311523
"1920","CA","6037234300",870290,0,0.336,0,34.0073786,-118.329022
"1921","CA","6037234501",751799,0,0.29,0,33.9974948,-118.3244351
"1922","CA","6037234502",544856,0,0.21,0,34.0018666,-118.3244227
"1923","CA","6037234600",1303261,598,0.503,0,33.9920177,-118.327561
"1924","CA","6037234700",742058,0,0.287,0,33.9872213,-118.3276852
"1925","CA","6037234800",654191,0,0.253,0,33.9818234,-118.3220826
"1926","CA","6037234901",325412,0,0.126,0,33.9817876,-118.3286609
"1927","CA","6037234902",447718,0,0.173,0,33.9822575,-118.3340918
"1928","CA","6037235100",1181472,0,0.456,0,33.9852423,-118.3463239
"1929","CA","6037235201",652606,0,0.252,0,33.9745535,-118.3221148
"1930","CA","6037235202",851553,0,0.329,0,33.9730801,-118.330376
"1931","CA","6037236000",3953000,68544,1.526,0.026,34.0122748,-118.3623219
"1932","CA","6037236100",1130682,0,0.437,0,34.0126393,-118.3402132
"1933","CA","6037236202",441964,0,0.171,0,34.0170719,-118.3530792
"1934","CA","6037236203",339333,0,0.131,0,34.0184552,-118.3467706
"1935","CA","6037236204",229866,0,0.089,0,34.0147165,-118.3491896
"1936","CA","6037236400",1340500,0,0.518,0,34.0067001,-118.3512616
"1937","CA","6037237101",628939,0,0.243,0,33.9856234,-118.2913772
"1938","CA","6037237102",459964,0,0.178,0,33.9857553,-118.2837235
"1939","CA","6037237201",453406,0,0.175,0,33.9857256,-118.2991149
"1940","CA","6037237202",1108042,472,0.428,0,33.9863341,-118.3100903
"1941","CA","6037237300",997691,0,0.385,0,33.9782832,-118.3110714
"1942","CA","6037237401",516110,0,0.199,0,33.9784675,-118.2948084
"1943","CA","6037237402",521230,0,0.201,0,33.9784618,-118.3013342
"1944","CA","6037237500",337329,0,0.13,0,33.9783023,-118.2893094
"1945","CA","6037237600",503742,0,0.194,0,33.9785135,-118.2838719
"1946","CA","6037237710",432281,0,0.167,0,33.9726959,-118.2861364
"1947","CA","6037237720",325225,0,0.126,0,33.9692863,-118.2861511
"1948","CA","6037237800",972785,0,0.376,0,33.9709601,-118.2981214
"1949","CA","6037237900",979778,0,0.378,0,33.9709293,-118.3111925
"1950","CA","6037238000",1663568,0,0.642,0,33.9472944,-118.3097251
"1951","CA","6037238100",983749,0,0.38,0,33.963628,-118.3111989
"1952","CA","6037238200",1026629,0,0.396,0,33.9634958,-118.2979777
"1953","CA","6037238310",397068,0,0.153,0,33.9660436,-118.2861074
"1954","CA","6037238320",468279,0,0.181,0,33.9621528,-118.2861548
"1955","CA","6037238400",1301547,0,0.503,0,33.9563491,-118.3089917
"1956","CA","6037239201",449869,0,0.174,0,33.9857805,-118.2771699
"1957","CA","6037239202",1275621,0,0.493,0,33.9856782,-118.2649765
"1958","CA","6037239310",534855,0,0.207,0,33.9785291,-118.2773062
"1959","CA","6037239320",347073,0,0.134,0,33.9785676,-118.2717384
"1960","CA","6037239330",979523,0,0.378,0,33.9783876,-118.2631028
"1961","CA","6037239501",474213,0,0.183,0,33.9729857,-118.2628927
"1962","CA","6037239502",510917,0,0.197,0,33.9693296,-118.2630441
"1963","CA","6037239601",422289,0,0.163,0,33.972837,-118.2752978
"1964","CA","6037239602",358086,0,0.138,0,33.9694506,-118.2749022
"1965","CA","6037239701",409688,0,0.158,0,33.966092,-118.2752631
"1966","CA","6037239702",486273,0,0.188,0,33.962202,-118.2750006
"1967","CA","6037239801",370763,0,0.143,0,33.9660533,-118.2629318
"1968","CA","6037239802",609444,0,0.235,0,33.962408,-118.2629489
"1969","CA","6037240010",588432,0,0.227,0,33.9583159,-118.2637832
"1970","CA","6037240020",719414,403,0.278,0,33.954246,-118.2640479
"1971","CA","6037240200",746814,0,0.288,0,33.9560337,-118.2761415
"1972","CA","6037240300",813527,0,0.314,0,33.9564095,-118.2861229
"1973","CA","6037240401",693040,0,0.268,0,33.9499184,-118.2857158
"1974","CA","6037240402",601299,0,0.232,0,33.9446893,-118.2854788
"1975","CA","6037240500",812533,0,0.314,0,33.946927,-118.2756654
"1976","CA","6037240600",675863,0,0.261,0,33.946945,-118.2684059
"1977","CA","6037240700",1194494,0,0.461,0,33.9470153,-118.2593919
"1978","CA","6037240800",630658,7788,0.243,0.003,33.9397052,-118.261893
"1979","CA","6037240900",1057639,12764,0.408,0.005,33.934798,-118.2605452
"1980","CA","6037241001",904092,2395,0.349,0.001,33.9296426,-118.2679732
"1981","CA","6037241002",707355,0,0.273,0,33.9252619,-118.2614024
"1982","CA","6037241110",486637,0,0.188,0,33.936494,-118.2716976
"1983","CA","6037241120",663697,0,0.256,0,33.9364446,-118.2768362
"1984","CA","6037241201",485903,0,0.188,0,33.9402403,-118.2858348
"1985","CA","6037241202",1163227,0,0.449,0,33.9334312,-118.2857529
"1986","CA","6037241300",522126,0,0.202,0,33.9261331,-118.2862377
"1987","CA","6037241400",575556,0,0.222,0,33.9255825,-118.2755595
"1988","CA","6037242000",646734,0,0.25,0,33.9392821,-118.2502155
"1989","CA","6037242100",459615,0,0.177,0,33.9456299,-118.2323662
"1990","CA","6037242200",813234,0,0.314,0,33.9486636,-118.2391843
"1991","CA","6037242300",630038,0,0.243,0,33.948506,-118.2461145
"1992","CA","6037242600",475994,0,0.184,0,33.932376,-118.2502423
"1993","CA","6037242700",1015217,0,0.392,0,33.9363535,-118.2426485
"1994","CA","6037243000",717350,0,0.277,0,33.9395183,-118.2336919
"1995","CA","6037243100",607015,0,0.234,0,33.9327963,-118.2350934
"1996","CA","6037261101",6526791,151199,2.52,0.058,34.1161075,-118.4011401
"1997","CA","6037261102",7952602,0,3.071,0,34.1131994,-118.4248436
"1998","CA","6037261200",7267511,323001,2.806,0.125,34.1132765,-118.4418058
"1999","CA","6037262100",8744149,27033,3.376,0.01,34.108023,-118.4569642
"2000","CA","6037262200",8568500,0,3.308,0,34.1017341,-118.4698062
"2001","CA","6037262301",13055739,1359,5.041,0.001,34.0925404,-118.4910639
"2002","CA","6037262302",3063534,0,1.183,0,34.0751234,-118.4768411
"2003","CA","6037262303",2614304,0,1.009,0,34.0660696,-118.4868492
"2004","CA","6037262400",11268734,0,4.351,0,34.0918093,-118.508627
"2005","CA","6037262501",1635118,3278,0.631,0.001,34.0503509,-118.5202383
"2006","CA","6037262601",3620352,0,1.398,0,34.0738344,-118.5557893
"2007","CA","6037262604",5670210,335774,2.189,0.13,34.0519041,-118.5493706
"2008","CA","6037262704",1946781,528324,0.752,0.204,34.040805,-118.5419865
"2009","CA","6037262706",2303895,525442,0.89,0.203,34.0350108,-118.5245644
"2010","CA","6037262802",3329071,83103,1.285,0.032,34.0458645,-118.5024565
"2011","CA","6037264000",1868030,0,0.721,0,34.0545499,-118.4815022
"2012","CA","6037264102",396479,0,0.153,0,34.0595085,-118.4693771
"2013","CA","6037264103",230523,0,0.089,0,34.0549771,-118.4662764
"2014","CA","6037264301",420159,0,0.162,0,34.0509979,-118.4642912
"2015","CA","6037264302",1690101,0,0.653,0,34.0472018,-118.4768542
"2016","CA","6037265100",2362235,0,0.912,0,34.0737147,-118.4288483
"2017","CA","6037265201",438820,0,0.169,0,34.0668275,-118.4364091
"2018","CA","6037265202",575316,0,0.222,0,34.0619001,-118.4411825
"2019","CA","6037265301",1595811,0,0.616,0,34.0710687,-118.4454343
"2020","CA","6037265303",148001,0,0.057,0,34.067274,-118.4534107
"2021","CA","6037265304",130983,0,0.051,0,34.0677546,-118.451161
"2022","CA","6037265305",310816,0,0.12,0,34.0626944,-118.4490224
"2023","CA","6037265410",563022,0,0.217,0,34.0669747,-118.4644155
"2024","CA","6037265420",730767,0,0.282,0,34.0704417,-118.4594426
"2025","CA","6037265510",383468,0,0.148,0,34.0564831,-118.4426278
"2026","CA","6037265520",767203,0,0.296,0,34.051371,-118.4423976
"2027","CA","6037265601",623099,0,0.241,0,34.0558599,-118.4327259
"2028","CA","6037265602",335903,0,0.13,0,34.0602409,-118.434157
"2029","CA","6037265700",1233092,0,0.476,0,34.0632,-118.4236856
"2030","CA","6037267100",1103958,0,0.426,0,34.0525736,-118.4245499
"2031","CA","6037267200",1175760,0,0.454,0,34.0456511,-118.4371983
"2032","CA","6037267300",430297,0,0.166,0,34.0452043,-118.4496931
"2033","CA","6037267402",424965,3875,0.164,0.001,34.042074,-118.4659262
"2034","CA","6037267403",245510,0,0.095,0,34.0475447,-118.456577
"2035","CA","6037267404",284447,0,0.11,0,34.0456314,-118.4605333
"2036","CA","6037267501",453851,0,0.175,0,34.0413355,-118.4560691
"2037","CA","6037267502",434714,0,0.168,0,34.0375502,-118.4621616
"2038","CA","6037267600",1269482,0,0.49,0,34.0340912,-118.4524492
"2039","CA","6037267700",814659,0,0.315,0,34.0387217,-118.4441579
"2040","CA","6037267800",1151184,0,0.444,0,34.03958,-118.4306812
"2041","CA","6037267901",1119630,0,0.432,0,34.056456,-118.4137159
"2042","CA","6037267902",778072,0,0.3,0,34.0475522,-118.4201983
"2043","CA","6037269000",2294078,0,0.886,0,34.043325,-118.404305
"2044","CA","6037269100",839267,0,0.324,0,34.0530704,-118.3948253
"2045","CA","6037269300",2205507,3034,0.852,0.001,34.0444598,-118.4122005
"2046","CA","6037269500",1384207,0,0.534,0,34.0433812,-118.3937878
"2047","CA","6037269601",333656,0,0.129,0,34.0418546,-118.3794518
"2048","CA","6037269602",290591,0,0.112,0,34.0432688,-118.384482
"2049","CA","6037269700",897605,0,0.347,0,34.036336,-118.387153
"2050","CA","6037269800",467089,0,0.18,0,34.032045,-118.3968111
"2051","CA","6037269903",283825,0,0.11,0,34.0209031,-118.4064763
"2052","CA","6037269904",337361,0,0.13,0,34.027809,-118.411879
"2053","CA","6037269905",238027,0,0.092,0,34.0218574,-118.4018807
"2054","CA","6037269906",207994,0,0.08,0,34.0249593,-118.4031746
"2055","CA","6037269907",276794,0,0.107,0,34.0280469,-118.4067099
"2056","CA","6037270100",571964,0,0.221,0,34.0273406,-118.3959623
"2057","CA","6037270200",758089,6115,0.293,0.002,34.0328855,-118.3797742
"2058","CA","6037270300",963537,13000,0.372,0.005,34.0405392,-118.3718243
"2059","CA","6037271100",804373,0,0.311,0,34.0339126,-118.4268131
"2060","CA","6037271200",524470,0,0.202,0,34.0313918,-118.4420025
"2061","CA","6037271300",1462546,0,0.565,0,34.0259651,-118.4413459
"2062","CA","6037271400",1148034,0,0.443,0,34.0100739,-118.4474
"2063","CA","6037271500",910076,0,0.351,0,34.0166822,-118.4382414
"2064","CA","6037271600",901110,4341,0.348,0.002,34.0210549,-118.4304607
"2065","CA","6037271701",997051,0,0.385,0,34.027115,-118.4192255
"2066","CA","6037271702",697727,8791,0.269,0.003,34.0251282,-118.4259054
"2067","CA","6037271801",479928,0,0.185,0,34.0167262,-118.4182342
"2068","CA","6037271802",577404,0,0.223,0,34.0198929,-118.4124738
"2069","CA","6037271901",637161,21017,0.246,0.008,34.0131825,-118.4231336
