"","SerialNumber","TransportationMode","ArrivalTime","Age","ClassOfWorker","Occupation","Sex","MaritalStatus","HealthInsurance","EducationLevel","TotalIncome","IncomeAdjuster","PUMA","HomeOffice"
"3656",214229,NA,NA,64,NA,NA,1,3,1,19,14400,1007588,8303,0
"3657",214252,"Driving",67,37,1,7750,1,1,1,21,55000,1007588,11104,0
"3658",214253,NA,NA,42,NA,NA,2,1,1,19,0,1007588,11104,0
"3659",214293,NA,NA,84,NA,NA,1,1,1,23,181000,1007588,11103,0
"3660",214294,NA,NA,73,NA,NA,2,1,1,21,17000,1007588,11103,0
"3661",214317,"Driving",172,20,1,1107,1,5,1,16,5450,1007588,8303,0
"3662",214318,NA,NA,20,1,4760,1,5,1,19,15400,1007588,8303,0
"3663",214410,"Home Office",NA,44,6,6355,1,3,1,19,101200,1007588,11104,1
"3664",214411,"Driving",85,45,3,230,2,3,1,22,90000,1007588,11104,0
"3665",214547,NA,NA,18,1,4720,2,5,1,16,2701,1007588,8303,0
"3666",215108,NA,NA,69,NA,NA,1,1,1,21,110200,1007588,11104,0
"3667",215109,NA,NA,67,NA,NA,2,1,1,23,55200,1007588,11104,0
"3668",215548,NA,NA,71,NA,NA,1,1,1,19,26100,1007588,11103,0
"3669",215549,NA,NA,73,NA,NA,2,1,1,19,6600,1007588,11103,0
"3670",215622,NA,NA,74,NA,NA,1,1,1,20,323400,1007588,11104,0
"3671",215717,NA,NA,28,3,2310,2,1,1,21,6000,1007588,11103,0
"3672",215718,"Biking",67,30,5,1530,1,1,1,22,85300,1007588,11103,0
"3673",215738,"Driving",81,33,5,6200,1,5,1,16,45030,1007588,11103,0
"3674",215739,"Driving",85,34,2,230,2,5,1,21,20000,1007588,11103,0
"3675",216029,NA,NA,54,NA,NA,2,4,1,20,20100,1007588,11104,0
"3676",216030,"Driving",74,24,1,2910,2,5,2,20,8000,1007588,11104,0
"3677",216031,NA,NA,22,1,4350,2,5,2,20,7000,1007588,11104,0
"3678",216032,NA,NA,21,1,4110,2,5,2,19,12000,1007588,11104,0
"3679",216101,NA,NA,54,NA,NA,2,1,2,6,0,1007588,11103,0
"3680",216102,"Driving",72,56,1,9130,1,1,2,9,25000,1007588,11103,0
"3681",216103,"Driving",75,33,1,6050,1,1,2,11,15000,1007588,11103,0
"3682",216104,NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11103,0
"3683",216105,NA,NA,7,NA,NA,2,5,1,3,NA,1007588,11103,0
"3684",216106,NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11103,0
"3685",216107,NA,NA,28,NA,NA,2,1,2,9,0,1007588,11103,0
"3686",216191,NA,NA,69,NA,NA,2,3,1,11,8400,1007588,11103,0
"3687",216192,NA,NA,25,1,5510,1,5,2,18,2000,1007588,11103,0
"3688",216281,"Driving",75,60,1,4850,1,1,1,21,504000,1007588,11106,0
"3689",216282,"Driving",105,58,3,430,2,1,1,21,125000,1007588,11106,0
"3690",216405,"Walking",91,52,1,2200,1,1,1,24,72000,1007588,8303,0
"3691",216406,NA,NA,47,3,3740,2,1,1,21,65250,1007588,8303,0
"3692",216407,"Driving",56,25,1,4110,2,5,1,16,3000,1007588,8303,0
"3693",216408,NA,NA,24,1,4220,1,5,2,21,2300,1007588,8303,0
"3694",216409,"Driving",145,22,1,3955,2,5,1,21,19000,1007588,8303,0
"3695",216628,NA,NA,72,NA,NA,1,1,1,15,3500,1007588,8303,0
"3696",216629,NA,NA,71,NA,NA,2,1,1,16,11100,1007588,8303,0
"3697",216746,"Driving",88,64,1,5820,2,2,1,21,71100,1007588,11106,0
"3698",216747,"Driving",88,59,3,5700,2,2,1,20,56000,1007588,11103,0
"3699",216748,"Driving",97,21,1,410,1,5,1,18,30000,1007588,11103,0
"3700",216751,"Driving",103,23,1,6230,1,5,1,19,30000,1007588,11103,0
"3701",216752,"Driving",103,50,7,6230,1,3,1,16,10000,1007588,11103,0
"3702",216753,"Driving",99,23,1,4720,2,5,1,19,11000,1007588,11103,0
"3703",216794,"Biking",87,60,1,1450,1,1,1,21,127000,1007588,8303,0
"3704",216795,"Driving",130,65,2,4600,2,1,1,21,21200,1007588,8303,0
"3705",216866,NA,NA,20,4,4230,2,5,1,19,14000,1007588,8303,0
"3706",217080,"Driving",76,40,7,3060,1,1,1,23,120000,1007588,11106,0
"3707",217291,NA,NA,81,NA,NA,2,1,1,22,80200,1007588,8303,0
"3708",217292,NA,NA,94,NA,NA,1,1,1,22,83000,1007588,8303,0
"3709",217343,"Driving",114,43,7,630,2,1,1,19,75000,1007588,11103,0
"3710",217344,"Driving",120,49,7,50,1,1,1,20,220000,1007588,11103,0
"3711",217345,NA,NA,22,1,2340,1,5,1,21,4800,1007588,11103,0
"3712",217386,"Home Office",NA,44,6,2825,2,1,1,22,65000,1007588,8303,1
"3713",217387,"Biking",133,46,2,2200,1,1,1,24,82000,1007588,8303,0
"3714",217388,NA,NA,7,NA,NA,1,5,1,3,NA,1007588,8303,0
"3715",217389,NA,NA,4,NA,NA,1,5,1,1,NA,1007588,8303,0
"3716",217443,"Driving",64,53,1,1550,1,3,1,18,63000,1007588,11103,0
"3717",217539,"Driving",80,34,5,700,1,5,1,20,40100,1007588,11106,0
"3718",217540,"Driving",85,36,5,9810,2,1,1,21,37000,1007588,11106,0
"3719",217541,NA,NA,75,NA,NA,2,2,1,22,5400,1007588,11106,0
"3720",217669,NA,NA,79,NA,NA,2,2,1,16,18800,1007588,11103,0
"3721",217670,NA,NA,82,NA,NA,2,5,1,16,24900,1007588,11103,0
"3722",217837,NA,NA,63,7,5860,2,1,1,20,14000,1007588,11106,0
"3723",217838,"Driving",86,61,1,4850,1,1,1,21,72000,1007588,11106,0
"3724",217839,"Driving",136,30,1,4000,1,5,1,20,26000,1007588,11106,0
"3725",217840,"Driving",144,29,1,4110,2,1,1,20,36000,1007588,11106,0
"3726",217889,NA,NA,48,6,2630,2,1,1,21,18000,1007588,8303,0
"3727",217890,NA,NA,51,1,110,1,1,1,21,30,1007588,8303,0
"3728",217891,NA,NA,17,NA,NA,1,5,1,14,10,1007588,8303,0
"3729",217892,NA,NA,15,NA,NA,1,5,1,12,0,1007588,8303,0
"3730",217893,NA,NA,11,NA,NA,1,5,1,7,NA,1007588,8303,0
"3731",217937,"Home Office",NA,34,1,4610,2,3,1,20,11200,1007588,8303,1
"3732",217938,NA,NA,6,NA,NA,1,5,1,2,NA,1007588,8303,0
"3733",218137,"Driving",107,47,6,4510,2,1,1,21,16700,1007588,8303,0
"3734",218138,"Driving",204,51,1,4110,1,1,1,16,48000,1007588,8303,0
"3735",218139,NA,NA,9,NA,NA,2,5,1,6,NA,1007588,8303,0
"3736",218246,"Driving",109,57,7,430,1,3,1,19,64000,1007588,8303,0
"3737",218247,"Driving",205,18,1,9350,1,5,1,16,9000,1007588,8303,0
"3738",218430,NA,NA,21,1,4220,1,5,2,19,38000,1007588,8303,0
"3739",218471,NA,NA,64,NA,NA,2,2,1,16,24000,1007588,11103,0
"3740",218491,NA,NA,43,1,430,2,1,1,21,0,1007588,8303,0
"3741",218492,"Driving",94,44,1,430,1,1,1,21,180000,1007588,8303,0
"3742",218493,NA,NA,4,NA,NA,1,5,1,2,NA,1007588,8303,0
"3743",218494,NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,8303,0
"3744",218495,NA,NA,74,6,2100,2,3,1,23,96000,1007588,8303,0
"3745",218894,NA,NA,94,NA,NA,2,2,1,16,89800,1007588,8303,0
"3746",219036,"Driving",77,68,1,850,1,2,1,21,85000,1007588,8303,0
"3747",219037,"Driving",108,36,1,3255,2,3,2,21,2000,1007588,8303,0
"3748",219102,"Driving",85,32,1,5420,2,5,1,21,28000,1007588,11103,0
"3749",219103,NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11103,0
"3750",219104,"Driving",213,45,1,3930,1,3,1,17,22000,1007588,11103,0
"3751",219140,NA,NA,18,3,4610,2,5,1,15,7700,1007588,8303,0
"3752",219141,NA,NA,23,NA,NA,2,5,1,19,0,1007588,8303,0
"3753",219142,"Public Transit",204,21,4,2540,2,5,1,19,3000,1007588,8303,0
"3754",219143,NA,NA,21,1,4150,2,5,1,19,16000,1007588,8303,0
"3755",219144,"Public Transit",204,19,1,4760,2,5,1,19,2000,1007588,8303,0
"3756",219533,"Driving",83,40,1,4700,1,1,1,19,60000,1007588,11103,0
"3757",219534,"Home Office",NA,41,6,2630,2,1,1,19,14400,1007588,11103,1
"3758",219535,NA,NA,15,NA,NA,1,5,1,13,0,1007588,11103,0
"3759",219536,NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11103,0
"3760",219537,NA,NA,16,NA,NA,2,5,1,14,9600,1007588,11103,0
"3761",219538,NA,NA,15,NA,NA,2,5,1,12,9600,1007588,11103,0
"3762",219539,NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11103,0
"3763",219573,NA,NA,87,NA,NA,2,2,1,24,12000,1007588,11104,0
"3764",219599,"Driving",92,19,5,5700,2,1,1,16,20000,1007588,11103,0
"3765",219710,"Driving",88,45,1,6200,1,1,1,11,95000,1007588,11103,0
"3766",219711,"Driving",69,47,1,6050,2,1,1,15,28000,1007588,11103,0
"3767",219712,NA,NA,15,NA,NA,1,5,1,11,7400,1007588,11103,0
"3768",219920,NA,NA,78,NA,NA,2,3,1,24,8000,1007588,8303,0
"3769",220165,NA,NA,61,6,4700,2,1,1,21,0,1007588,11106,0
"3770",220166,"Home Office",NA,60,6,2850,1,1,1,19,225000,1007588,11106,1
"3771",220177,NA,NA,61,NA,NA,2,1,1,22,36000,1007588,11104,0
"3772",220178,NA,NA,64,2,2050,1,1,1,21,56500,1007588,11104,0
"3773",220223,NA,NA,74,NA,NA,1,1,1,16,44530,1007588,8303,0
"3774",220224,NA,NA,74,NA,NA,2,1,1,16,11000,1007588,8303,0
"3775",220233,"Driving",94,57,2,5940,2,1,1,19,46000,1007588,8303,0
"3776",220234,"Driving",84,58,1,6260,1,1,1,21,38000,1007588,8303,0
"3777",220521,"Driving",70,31,1,1050,1,1,1,21,70000,1007588,11103,0
"3778",220522,"Driving",98,32,1,5700,2,1,1,20,17000,1007588,11103,0
"3779",220523,NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103,0
"3780",220524,NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103,0
"3781",220760,"Driving",88,36,1,3500,2,5,2,19,24200,1007588,11103,0
"3782",220761,NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11103,0
"3783",220762,NA,NA,5,NA,NA,2,5,1,1,NA,1007588,11103,0
"3784",220763,NA,NA,16,NA,NA,1,5,1,12,0,1007588,11103,0
"3785",220764,NA,NA,53,NA,NA,2,2,1,16,16800,1007588,11103,0
"3786",221246,"Driving",22,34,1,4020,1,5,2,16,26000,1007588,11103,0
"3787",221247,NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11103,0
"3788",221248,NA,NA,6,NA,NA,1,5,1,2,NA,1007588,11103,0
"3789",221249,NA,NA,28,1,5400,2,5,1,19,43500,1007588,11103,0
"3790",221264,"Walking",114,63,2,4720,1,5,1,19,56900,1007588,8303,0
"3791",221568,"Driving",91,61,3,3850,1,1,1,20,100000,1007588,11106,0
"3792",221569,NA,NA,54,NA,NA,2,1,1,18,0,1007588,11106,0
"3793",221664,"Driving",96,29,1,5700,2,1,2,18,53000,1007588,11104,0
"3794",221665,"Driving",80,46,1,6440,1,1,1,17,50000,1007588,11104,0
"3795",221666,NA,NA,12,NA,NA,2,5,2,10,NA,1007588,11104,0
"3796",221858,"Driving",74,37,4,2100,1,1,1,23,145000,1007588,11103,0
"3797",221859,"Driving",50,37,1,2340,2,1,1,23,15000,1007588,11103,0
"3798",221860,NA,NA,5,NA,NA,1,5,1,3,NA,1007588,11103,0
"3799",221861,NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103,0
"3800",221929,"Driving",73,61,2,3258,1,1,1,22,98350,1007588,11106,0
"3801",221930,"Driving",97,65,2,1650,2,1,1,22,124060,1007588,11106,0
"3802",222094,"Biking",85,35,3,7630,1,1,1,19,50000,1007588,8303,0
"3803",222095,"Driving",92,26,1,2340,2,1,1,20,30000,1007588,8303,0
"3804",222096,"Driving",107,34,1,2100,1,1,1,23,119600,1007588,8303,0
"3805",222097,"Driving",104,31,1,2100,2,1,1,23,179600,1007588,8303,0
"3806",222201,"Driving",94,30,1,50,2,1,1,21,179000,1007588,11106,0
"3807",222242,"Driving",102,55,1,800,2,3,1,21,75000,1007588,11106,0
"3808",222268,NA,NA,78,NA,NA,1,2,1,22,58400,1007588,11103,0
"3809",222375,"Driving",107,48,1,50,1,1,1,21,120000,1007588,11104,0
"3810",222376,"Driving",95,35,3,4965,2,1,1,21,71000,1007588,11104,0
"3811",222377,"Driving",116,22,1,4760,2,5,1,20,8000,1007588,11104,0
"3812",222378,NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11104,0
"3813",222567,"Driving",79,38,1,8740,1,1,1,21,95000,1007588,11103,0
"3814",222568,"Driving",85,35,3,2310,2,1,1,22,60000,1007588,11103,0
"3815",222569,NA,NA,12,NA,NA,2,5,1,9,NA,1007588,11103,0
"3816",222570,NA,NA,5,NA,NA,1,5,1,2,NA,1007588,11103,0
"3817",222576,NA,NA,56,1,4720,1,5,1,19,5800,1007588,8303,0
"3818",222643,NA,NA,66,NA,NA,2,3,1,23,72000,1007588,8303,0
"3819",222845,NA,NA,19,4,2540,2,5,1,19,30300,1007588,8303,0
"3820",222846,"Driving",121,73,6,4700,1,2,1,18,39900,1007588,8303,0
"3821",223013,"Biking",144,20,1,4720,2,5,1,19,21200,1007588,8303,0
"3822",223700,"Driving",104,49,1,2000,2,5,2,19,28500,1007588,11103,0
"3823",223701,NA,NA,2,NA,NA,1,5,2,NA,NA,1007588,11103,0
"3824",224012,NA,NA,67,1,5150,2,3,1,19,48300,1007588,11104,0
"3825",224013,NA,NA,10,NA,NA,1,5,1,6,NA,1007588,11104,0
"3826",224050,"Driving",111,55,1,5120,2,1,1,16,50000,1007588,11104,0
"3827",224051,"Driving",106,59,3,430,1,1,1,21,125000,1007588,11104,0
"3828",224113,NA,NA,68,NA,NA,2,1,1,21,30300,1007588,8303,0
"3829",224114,NA,NA,81,NA,NA,1,1,1,21,106400,1007588,8303,0
"3830",224170,"Home Office",NA,43,2,430,1,3,1,19,19600,1007588,8303,1
"3831",224398,"Driving",106,57,2,1530,1,1,1,16,46000,1007588,11104,0
"3832",224399,NA,NA,52,2,4600,2,1,1,18,1500,1007588,11104,0
"3833",224797,NA,NA,77,NA,NA,1,1,1,22,20600,1007588,11106,0
"3834",224798,"Driving",104,67,1,136,2,1,1,21,183600,1007588,11106,0
"3835",224946,"Driving",85,68,2,100,1,1,1,16,191660,1007588,8303,0
"3836",224947,NA,NA,65,2,5700,2,1,1,20,40680,1007588,8303,0
"3837",225072,NA,NA,70,NA,NA,2,1,1,21,8000,1007588,8303,0
"3838",225073,"Driving",98,74,6,205,1,1,1,19,59100,1007588,8303,0
"3839",225136,"Driving",119,48,1,4760,1,3,1,14,52000,1007588,8303,0
"3840",225137,"Driving",204,26,2,4110,1,5,1,19,12400,1007588,8303,0
"3841",225145,"Driving",43,36,6,5240,1,1,2,9,20000,1007588,11106,0
"3842",225146,"Driving",62,34,6,5240,2,1,2,16,20000,1007588,11106,0
"3843",225147,NA,NA,14,NA,NA,2,5,1,10,NA,1007588,11106,0
"3844",225148,NA,NA,12,NA,NA,2,5,1,10,NA,1007588,11106,0
"3845",225149,NA,NA,10,NA,NA,2,5,1,5,NA,1007588,11106,0
"3846",225150,NA,NA,9,NA,NA,2,5,1,5,NA,1007588,11106,0
"3847",225151,NA,NA,9,NA,NA,1,5,1,4,NA,1007588,11106,0
"3848",225152,"Driving",68,50,1,6050,1,1,2,1,15000,1007588,11106,0
"3849",225153,"Driving",68,46,1,6050,2,1,2,1,13000,1007588,11106,0
"3850",225154,"Driving",74,24,1,6050,1,5,2,9,12700,1007588,11106,0
"3851",225155,"Driving",68,19,1,6050,2,5,2,9,7000,1007588,11106,0
"3852",225272,"Driving",127,68,2,4430,2,3,1,18,37000,1007588,11106,0
"3853",225455,NA,NA,80,NA,NA,2,3,1,21,0,1007588,11104,0
"3854",225598,NA,NA,76,NA,NA,1,1,1,21,317500,1007588,8303,0
"3855",225599,NA,NA,76,NA,NA,2,1,1,21,44000,1007588,8303,0
"3856",225786,"Driving",92,40,1,5000,2,1,1,21,90000,1007588,11103,0
"3857",225787,"Driving",66,48,1,7220,1,1,1,9,80000,1007588,11103,0
"3858",225788,NA,NA,16,NA,NA,1,5,1,13,0,1007588,11103,0
"3859",225789,NA,NA,10,NA,NA,2,5,1,7,NA,1007588,11103,0
"3860",225941,"Driving",96,62,1,5860,1,1,1,22,116000,1007588,11103,0
"3861",225942,NA,NA,64,NA,NA,2,1,1,16,0,1007588,11103,0
"3862",225943,NA,NA,45,1,7900,1,5,1,16,0,1007588,11103,0
"3863",226026,NA,NA,67,5,800,1,1,1,21,112000,1007588,11106,0
"3864",226027,"Driving",97,66,3,2310,2,1,1,22,80000,1007588,11106,0
"3865",226042,"Driving",223,49,3,3255,1,1,1,21,120000,1007588,11106,0
"3866",226043,"Driving",272,48,2,3600,2,1,1,19,6000,1007588,11106,0
"3867",226044,NA,NA,16,NA,NA,2,5,1,12,0,1007588,11106,0
"3868",226045,NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11106,0
"3869",226046,"Driving",184,23,1,4620,2,5,1,21,20000,1007588,11106,0
"3870",226301,"Driving",104,26,2,725,2,5,1,21,39000,1007588,11104,0
"3871",226302,"Driving",94,36,3,800,2,5,1,20,52000,1007588,11104,0
"3872",226319,"Driving",83,54,3,2310,2,1,1,22,51000,1007588,11103,0
"3873",226320,"Driving",91,54,1,9130,1,1,1,19,50000,1007588,11103,0
"3874",226321,NA,NA,18,1,6420,1,5,1,15,1000,1007588,11103,0
"3875",226322,NA,NA,15,NA,NA,1,5,1,12,800,1007588,11103,0
"3876",226475,"Driving",85,45,3,2310,2,3,1,22,98600,1007588,8303,0
"3877",226476,NA,NA,13,NA,NA,2,5,1,10,NA,1007588,8303,0
"3878",226477,NA,NA,8,NA,NA,1,5,1,5,NA,1007588,8303,0
"3879",226504,"Driving",99,60,1,4020,2,1,2,9,17000,1007588,11103,0
"3880",226505,NA,NA,70,NA,NA,1,1,2,1,0,1007588,11103,0
"3881",226506,NA,NA,35,NA,NA,2,1,2,11,0,1007588,11103,0
"3882",226507,"Driving",96,25,1,4720,2,5,1,16,25000,1007588,11103,0
"3883",226508,NA,NA,10,NA,NA,2,5,1,7,NA,1007588,11103,0
"3884",226509,NA,NA,10,NA,NA,1,5,1,8,NA,1007588,11103,0
"3885",226510,NA,NA,6,NA,NA,2,5,1,3,NA,1007588,11103,0
"3886",226511,NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11103,0
"3887",226512,"Driving",80,37,1,6050,1,1,2,16,31000,1007588,11103,0
"3888",226608,"Driving",112,29,1,9030,1,5,1,19,58000,1007588,11104,0
"3889",226609,"Driving",112,28,1,5410,1,5,1,18,46200,1007588,11104,0
"3890",226868,"Driving",121,68,1,800,2,1,1,23,145300,1007588,8303,0
"3891",226958,"Driving",43,50,1,4020,2,1,1,9,300,1007588,11103,0
"3892",226959,NA,NA,50,NA,NA,1,1,1,13,0,1007588,11103,0
"3893",226960,NA,NA,22,1,8920,1,5,1,16,7000,1007588,11103,0
"3894",226961,NA,NA,19,NA,NA,2,5,1,19,0,1007588,11103,0
"3895",227000,NA,NA,24,1,4720,2,5,1,20,46000,1007588,8303,0
"3896",227001,NA,NA,73,1,4850,1,1,1,21,25300,1007588,11106,0
"3897",227002,NA,NA,66,1,4700,2,1,1,19,3000,1007588,11106,0
"3898",227034,"Driving",81,43,1,3060,2,5,1,23,120040,1007588,11106,0
"3899",227035,NA,NA,73,NA,NA,2,3,1,16,33000,1007588,11106,0
"3900",227105,NA,NA,55,NA,NA,1,1,1,9,34800,1007588,11103,0
"3901",227498,NA,NA,87,NA,NA,1,1,1,21,40500,1007588,11106,0
"3902",227499,NA,NA,86,NA,NA,2,1,1,16,6600,1007588,11106,0
"3903",227668,"Driving",95,54,1,300,1,1,1,22,215000,1007588,8303,0
"3904",227669,NA,NA,54,1,330,2,1,1,20,0,1007588,8303,0
"3905",227756,"Driving",74,21,5,9820,1,5,1,18,16000,1007588,11103,0
"3906",228210,NA,NA,21,1,5120,1,5,1,19,10000,1007588,8303,0
"3907",228211,NA,NA,21,NA,NA,1,5,1,19,80000,1007588,8303,0
"3908",228212,"Driving",83,21,4,5420,1,5,1,19,5800,1007588,8303,0
"3909",228286,NA,NA,61,2,3220,2,1,1,20,30200,1007588,8303,0
"3910",228287,"Biking",109,61,1,4850,1,1,1,20,16600,1007588,8303,0
"3911",228288,NA,NA,23,NA,NA,1,5,2,19,0,1007588,8303,0
"3912",228289,NA,NA,20,NA,NA,1,5,1,19,0,1007588,8303,0
"3913",228334,NA,NA,77,NA,NA,1,1,1,22,46500,1007588,11106,0
"3914",228335,NA,NA,76,NA,NA,2,1,1,20,9100,1007588,11106,0
"3915",228801,"Driving",75,50,5,700,1,1,1,21,89200,1007588,11106,0
"3916",228802,"Driving",91,46,3,2010,2,1,1,22,50000,1007588,11106,0
"3917",228803,NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11106,0
"3918",228804,"Biking",61,22,1,4220,1,5,1,19,21000,1007588,11106,0
"3919",228840,NA,NA,58,6,2100,1,3,1,23,12000,1007588,11104,0
"3920",228946,"Driving",54,42,1,7700,1,1,1,20,64000,1007588,11103,0
"3921",228947,"Driving",116,41,1,2340,2,1,1,19,1800,1007588,11103,0
"3922",228948,NA,NA,15,NA,NA,1,5,1,13,0,1007588,11103,0
"3923",228949,NA,NA,12,NA,NA,2,5,1,10,NA,1007588,11103,0
"3924",228950,NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103,0
"3925",229178,NA,NA,66,NA,NA,2,1,1,22,26300,1007588,11106,0
"3926",229179,NA,NA,66,NA,NA,1,1,1,22,162000,1007588,11106,0
"3927",229242,NA,NA,22,NA,NA,2,5,1,19,2000,1007588,8303,0
"3928",229356,"Driving",94,48,3,5700,2,5,1,18,56000,1007588,11106,0
"3929",229357,"Driving",94,34,3,1965,1,3,1,22,20000,1007588,11106,0
"3930",229358,"Driving",202,28,1,6260,1,5,1,13,32000,1007588,11106,0
"3931",229720,"Driving",101,20,1,5860,2,5,2,20,15200,1007588,8303,0
"3932",230249,NA,72,40,6,5400,2,1,1,11,18100,1007588,11104,0
"3933",230250,NA,NA,39,1,5620,1,1,1,17,3300,1007588,11104,0
"3934",230251,NA,NA,63,NA,NA,1,1,1,18,15000,1007588,11104,0
"3935",230290,"Walking",87,55,3,2540,2,5,1,16,9000,1007588,11103,0
"3936",230361,NA,NA,90,NA,NA,1,1,1,16,31400,1007588,11103,0
"3937",230362,NA,NA,90,NA,NA,2,1,1,16,7200,1007588,11103,0
"3938",230856,"Walking",211,20,2,726,1,5,1,19,2001,1007588,8303,0
"3939",231257,"Home Office",NA,65,6,4820,1,1,1,20,51600,1007588,11106,1
"3940",231258,NA,NA,65,NA,NA,2,1,1,19,9900,1007588,11106,0
"3941",231298,NA,NA,50,1,4760,1,1,1,16,6800,1007588,11106,0
"3942",231299,"Driving",194,50,1,9130,1,1,1,15,125000,1007588,11106,0
"3943",231300,"Driving",103,52,1,8500,1,3,2,18,60000,1007588,11106,0
"3944",231301,"Driving",102,43,1,5520,2,3,1,16,60000,1007588,11106,0
"3945",231437,NA,NA,55,1,430,1,1,1,21,67940,1007588,8303,0
"3946",231438,"Driving",102,54,1,5160,2,1,1,20,28000,1007588,8303,0
"3947",231439,NA,NA,25,1,2630,2,5,1,20,22000,1007588,8303,0
"3948",231440,"Driving",204,21,1,4130,1,5,1,16,18000,1007588,8303,0
"3949",231533,NA,NA,80,NA,NA,1,1,1,12,10800,1007588,11103,0
"3950",231546,"Driving",123,37,3,2015,2,1,1,21,86900,1007588,11106,0
"3951",231547,"Driving",169,34,3,2015,2,1,1,21,55000,1007588,11106,0
"3952",231646,"Driving",93,62,6,3010,1,1,1,23,367500,1007588,8303,0
"3953",231647,NA,NA,61,NA,NA,2,1,1,22,0,1007588,8303,0
"3954",231648,"Driving",104,19,1,4760,2,5,1,16,21000,1007588,8303,0
"3955",231729,NA,NA,72,NA,NA,1,3,1,16,28000,1007588,8303,0
"3956",231866,NA,NA,34,1,5610,2,1,2,19,0,1007588,11103,0
"3957",231867,"Driving",61,40,1,7410,1,1,2,16,35000,1007588,11103,0
"3958",231868,NA,NA,11,NA,NA,1,5,1,8,NA,1007588,11103,0
"3959",231869,NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11103,0
"3960",231870,NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11103,0
"3961",231897,"Driving",98,59,1,1020,1,1,1,22,146000,1007588,8303,0
"3962",231898,"Driving",102,54,1,1020,2,1,1,22,100000,1007588,8303,0
"3963",231899,NA,NA,17,NA,NA,2,5,1,13,0,1007588,8303,0
"3964",231900,NA,NA,12,NA,NA,1,5,1,10,NA,1007588,8303,0
"3965",232037,"Driving",88,44,2,3320,1,1,1,21,90000,1007588,11103,0
"3966",232038,NA,NA,44,NA,NA,2,1,1,21,0,1007588,11103,0
"3967",232039,NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103,0
"3968",232214,"Driving",78,52,3,5700,2,4,1,19,48000,1007588,11104,0
"3969",232215,NA,NA,27,1,4250,1,5,2,16,4000,1007588,11104,0
"3970",232216,"Driving",83,59,3,430,1,3,1,19,63800,1007588,11104,0
"3971",232284,NA,NA,36,1,2300,2,1,1,20,12000,1007588,8303,0
"3972",232285,"Driving",108,33,1,4510,1,1,1,18,449000,1007588,8303,0
"3973",232286,NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,8303,0
"3974",232360,NA,NA,65,2,4020,2,1,1,15,9200,1007588,11103,0
"3975",232361,NA,NA,41,NA,NA,1,5,1,16,5200,1007588,11103,0
"3976",232362,"Public Transit",124,36,1,5620,1,5,2,14,22100,1007588,11103,0
"3977",232363,"Driving",50,48,1,4720,2,5,2,13,19600,1007588,11103,0
"3978",232608,"Driving",59,46,1,4720,1,4,2,15,25000,1007588,11104,0
"3979",232609,NA,NA,31,NA,NA,2,5,2,15,0,1007588,11104,0
"3980",232900,"Driving",108,32,3,3230,2,5,1,22,20000,1007588,8303,0
"3981",232901,"Driving",69,32,1,3060,1,5,1,24,181200,1007588,8303,0
"3982",232940,NA,NA,18,1,3955,2,5,1,19,2500,1007588,8303,0
"3983",233081,NA,NA,82,NA,NA,2,3,1,14,7000,1007588,11104,0
"3984",233104,NA,NA,70,1,5140,2,5,1,19,16400,1007588,11103,0
"3985",233105,NA,NA,74,NA,NA,2,2,1,20,0,1007588,11103,0
"3986",233106,NA,NA,65,1,3255,2,5,1,20,36400,1007588,11103,0
"3987",233266,NA,NA,59,NA,NA,2,1,1,9,18000,1007588,11106,0
"3988",233267,"Driving",79,64,2,3600,1,1,1,19,59000,1007588,11106,0
"3989",233367,"Public Transit",193,22,1,4110,2,5,1,19,19400,1007588,8303,0
"3990",233368,NA,NA,22,1,9130,1,5,1,19,12200,1007588,8303,0
"3991",233620,"Driving",104,38,4,1760,2,1,1,24,59000,1007588,8303,0
"3992",233621,NA,NA,37,1,2630,1,1,1,21,28300,1007588,8303,0
"3993",233932,NA,NA,63,3,5700,2,1,1,19,22800,1007588,11104,0
"3994",233933,NA,NA,69,1,565,1,1,1,21,84000,1007588,11104,0
"3995",234057,"Driving",85,46,1,5860,1,3,1,21,80000,1007588,11103,0
"3996",234152,"Driving",178,32,1,9130,1,1,1,12,45000,1007588,11103,0
